Tokenized_Query,Tokenized_Answer
"['many', 'credits', 'course', 'University', 'Park', 'Campus', '?']","['course', 'University', 'Park', 'Campus', '3', 'credits', '.']"
"['Statistics', 'Computing', 'Option', 'Pennsylvania', 'State', 'University', '2023-2024', 'academic', 'year', '?']","['Statistics', 'Computing', 'Option', 'Pennsylvania', 'State', 'University', '2023-2024', 'academic', 'year', 'Statistics', ',', 'B.S', '.', 'degree', '.']"
"['students', 'develop', 'refine', 'academic', 'plan', 'appropriately', 'Penn', 'State', '?']","['Students', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regular', 'basis', 'develop', 'refine', 'academic', 'plan', 'appropriately', '.']"
"['courses', 'second-year', 'students', 'University', 'Park', 'Campus', 'take', 'fall', 'semester', '?']","['Second-year', 'students', 'University', 'Park', 'Campus', 'take', 'MATH', '220', ',', 'STAT', '414', ',', 'MATH', '230', 'fall', 'semester', '.']"
"['courses', 'second-year', 'students', 'University', 'Park', 'Campus', 'take', 'spring', 'semester', '?']","['Second-year', 'students', 'University', 'Park', 'Campus', 'take', 'STAT', '463', ',', 'CMPSC', '131', ',', 'CAS', '100', '(', 'GWS', ')', 'spring', 'semester', '.']"
"['courses', 'third-year', 'students', 'University', 'Park', 'Campus', 'take', 'fall', 'semester', '?']","['Third-year', 'students', 'University', 'Park', 'Campus', 'take', 'STAT', '415', 'fall', 'semester', '.']"
"['courses', 'third-year', 'students', 'University', 'Park', 'Campus', 'take', 'spring', 'semester', '?']","['Third-year', 'students', 'University', 'Park', 'Campus', 'take', 'STAT', '400', ',', 'ENGL', '202C', '(', 'GWS', ')', ',', 'CMPSC', '221', 'spring', 'semester', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'include', 'courses', 'suffixes', 'W', ',', 'X', ',', 'NQ', '.']"
"['requirements', 'Foundations', 'courses', '(', 'GWS', 'GQ', ')', '?']","['Foundations', 'courses', '(', 'GWS', 'GQ', ')', 'require', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['courses', 'incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'fall', 'spring', 'semesters', '?']","['Incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'ENGL', '137H/CAS', '137H', 'fall', 'semester', 'ENGL', '138T/CAS', '138T', 'spring', 'semester', '.']"
"['courses', 'replace', 'ENGL', '30H', 'CAS', '100', '?']","['Courses', 'GWS', 'designation', 'replace', 'ENGL', '30H', 'CAS', '100', '.']"
"['credit', 'value', 'course', 'Statistics', ',', 'B.S', '.', 'Actuarial', 'Option', 'program', '?']","['course', 'Statistics', ',', 'B.S', '.', 'Actuarial', 'Option', 'program', '3', 'credits', '.']"
"['students', 'consult', 'regularly', 'develop', 'refined', 'academic', 'plan', '?']","['Students', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regularly', 'develop', 'refined', 'academic', 'plan', '.']"
"['courses', 'listed', 'Fourth', 'Year', 'course', 'series', 'Statistics', ',', 'B.S', '.', 'Actuarial', 'Option', 'program', '?']","['Fourth', 'Year', 'course', 'series', 'Statistics', ',', 'B.S', '.', 'Actuarial', 'Option', 'program', 'includes', 'RM', '420', ',', 'RM', '411', ',', 'STAT', '470W', ',', 'STAT', '400', ',', 'RM', '412', ',', 'RM', '422', ',', 'STAT', '466', ',', 'STAT', '480', ',', 'STAT', '440', ',', 'STAT', '463', '.']"
"['total', 'number', 'credits', 'required', 'General', 'Education', 'Course', '(', 'GHW', ')', '?']","['total', 'number', 'credits', 'required', 'General', 'Education', 'Course', '(', 'GHW', ')', '1.5', '.']"
"['courses', 'included', 'First', 'Year', 'Fall', 'Credits', 'Statistics', ',', 'B.S', '.', 'Actuarial', 'Option', 'program', '?']","['First', 'Year', 'Fall', 'Credits', 'Statistics', ',', 'B.S', '.', 'Actuarial', 'Option', 'program', 'include', 'MATH', '140', ',', 'MATH', '141', ',', 'STAT', '200', ',', 'General', 'Education', 'Course', '(', 'GA', ')', '.']"
"['credit', 'value', 'course', 'ENGL', '15', 'ESL', '(', 'GWS', ')', '?']","['course', 'ENGL', '15', 'ESL', '(', 'GWS', ')', 'worth', '3', 'credits', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', 'include', 'ECON', '102', ',', 'STAT', '184', ',', 'course', 'abbreviation', 'US', 'IL', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', '?']","['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', 'US', 'IL', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', 'W', 'X', '.']"
"['General', 'Education', 'Notes', 'related', 'Cultural', 'Diversity', 'requirement', '?']","['General', 'Education', 'Notes', 'related', 'Cultural', 'Diversity', 'requirement', 'mention', 'abbreviation', 'US', 'IL', 'used', 'designate', 'courses', 'satisfy', 'requirement', '.']"
"['requirements', 'Foundations', 'courses', 'General', 'Education', '?']","['Foundations', 'courses', 'General', 'Education', 'require', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['different', 'Knowledge', 'Domains', 'General', 'Education', '?']","['different', 'Knowledge', 'Domains', 'General', 'Education', 'GWS', ',', 'GQ', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', '.']"
"['Inter-domain', 'attribute', 'used', 'General', 'Education', '?']","['Inter-domain', 'attribute', 'used', 'help', 'identify', 'Inter-domain', 'courses', 'fulfill', 'audit', 'requirements', '.']"
"['Applied', 'Option', 'Statistics', 'major', 'Pennsylvania', 'State', 'University', '?']","['Applied', 'Option', 'Statistics', 'major', 'Pennsylvania', 'State', 'University', 'B.S', '.']"
"['General', 'Education', 'degree', 'requirements', 'Statistics', 'major', 'Pennsylvania', 'State', 'University', '?']","['General', 'Education', 'degree', 'requirements', 'Statistics', 'major', 'Pennsylvania', 'State', 'University', 'include', 'courses', 'various', 'Knowledge', 'Domains', '.']"
"['students', 'develop', 'refine', 'academic', 'plan', 'Penn', 'State', '?']","['Students', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regular', 'basis', 'develop', 'refine', 'academic', 'plan', 'appropriate', 'goals', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', 'include', 'courses', 'US', 'IL', 'abbreviation', ',', 'designates', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '(', 'United', 'States', 'International', 'Cultures', ')', '.']"
"['courses', 'required', 'applied', 'statistics', 'option', '?']","['applied', 'statistics', 'option', 'requires', 'students', 'complete', 'requirements', 'supporting', 'minor', 'concurrent', 'major', '.']"
"['provide', 'examples', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['Courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', 'suffixes', 'like', 'W', ',', 'X', ',', 'suffixes', 'end', 'course', 'number', '.']"
"['courses', 'included', 'General', 'Education', 'Foundations', 'requirements', '?']","['General', 'Education', 'Foundations', 'requirements', 'include', 'courses', 'GWS', 'GQ', '.']"
"['courses', 'part', 'Knowledge', 'Domains', 'General', 'Education', '?']","['Knowledge', 'Domains', 'General', 'Education', 'include', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', 'courses', '.']"
"['total', 'number', 'credits', 'required', 'program', '?']","['total', 'number', 'credits', 'required', 'program', '127', '.']"
"['purpose', 'Inter-domain', 'attribute', 'course', 'numbering', '?']","['Inter-domain', 'attribute', 'used', 'help', 'identify', 'Inter-domain', 'courses', 'fulfill', 'audit', 'requirements', '.']"
"['courses', 'require', 'grade', ""'"", 'C', ""'"", 'better', '?']","['Foundations', 'courses', '(', 'GWS', 'GQ', ')', 'require', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['options', 'satisfying', 'minor/concurrent', 'major', 'requirement', '?']","['minor/concurrent', 'major', 'requirement', 'satisfied', 'completing', 'mathematics', 'major/minor', ',', 'six', 'sigma', 'minor', ',', 'risk', 'management', 'major', ',', 'actuarial', 'science', 'option', '.']"
"['provide', 'examples', 'courses', 'satisfy', 'General', 'Education', 'Integrative', 'Studies', 'requirements', '?']","['Courses', 'satisfy', 'General', 'Education', 'Integrative', 'Studies', 'requirements', 'include', 'courses', 'suffixes', 'like', 'NQ', '(', 'Honors', ')', 'end', 'course', 'number', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['courses', 'student', 'take', 'support', 'Statistics', 'major', '?']","['student', 'take', 'courses', 'like', 'STAT', '414', ',', 'STAT', '380', ',', 'STAT', '415', ',', 'STAT', '461', ',', 'STAT', '462', ',', 'STAT', '480', ',', 'STAT', '416', ',', 'STAT', '466', 'support', 'Statistics', 'major', '.']"
"['total', 'number', 'credits', 'required', 'Statistics', 'major', '?']","['total', 'number', 'credits', 'required', 'Statistics', 'major', '127', '.']"
"['examples', 'General', 'Education', 'courses', 'student', 'take', '?']","['examples', 'General', 'Education', 'courses', 'student', 'take', 'include', 'MATH', '140', ',', 'MATH', '141', ',', 'STAT', '200', ',', 'CHEM', '110', ',', 'CHEM', '111', ',', 'BIOL', '110', ',', 'ENGL', '15', ',', 'MATH', '220', ',', 'ENGL', '202C', ',', 'CAS', '100A', ',', 'CMPSC', '121', ',', 'BIOL', '220W', ',', 'BIOL', '222', ',', 'BIOL', '230W', ',', 'BIOL', '240W', ',', 'STAT', '184', ',', 'many', '.']"
"['Biostatistics', 'Option', 'Statistics', 'major', '?']","['Biostatistics', 'Option', 'Statistics', 'major', 'specialized', 'track', 'within', 'Statistics', 'major', 'focuses', 'statistical', 'methods', 'biological', 'health', 'sciences', '.']"
"['responsibility', 'student', 'proposing', 'list', 'courses', 'major', '?']","['student', ""'s"", 'responsibility', 'justify', 'appropriateness', 'proposed', 'list', 'courses', 'ensure', 'receive', 'grade', 'C', 'better', 'six', 'courses', '.']"
"['courses', 'listed', 'possible', 'ways', 'move', 'curriculum', 'Statistics', 'major', '?']","['courses', 'listed', 'possible', 'ways', 'move', 'curriculum', 'Statistics', 'major', 'include', 'MATH', '140', ',', 'MATH', '141', ',', 'STAT', '200', ',', 'CHEM', '110', ',', 'CHEM', '111', ',', 'BIOL', '110', ',', 'ENGL', '15', ',', 'MATH', '220', ',', 'STAT', '414', ',', 'MATH', '230', ',', 'ENGL', '202C', ',', 'CAS', '100A', ',', 'CMPSC', '121', ',', 'BIOL', '220W', ',', 'BIOL', '222', ',', 'BIOL', '230W', ',', 'BIOL', '240W', ',', 'STAT', '184', ',', 'STAT', '380', ',', 'STAT', '415', ',', 'STAT', '461', ',', 'STAT', '462', ',', 'STAT', '480', ',', 'STAT', '416', ',', 'STAT', '466', ',', 'STAT', '470W', ',', 'MATH', '451', '.']"
"['student', 'conjunction', 'degree', 'audit', 'plan', 'academic', 'path', '?']","['student', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regular', 'basis', 'develop', 'refine', 'academic', 'plan', 'appropriate', 'major', '.']"
"['purpose', 'Supporting', 'Courses', 'Statistics', 'major', '?']","['Supporting', 'Courses', 'Statistics', 'major', 'designed', 'provide', 'additional', 'knowledge', 'skills', 'complement', 'core', 'Statistics', 'courses', 'support', 'student', ""'s"", 'academic', 'career', 'goals', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'US', 'IL', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['suffixes', 'W', 'X', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '.']"
"['requirements', 'included', 'General', 'Education', 'University', '?']","['General', 'Education', 'includes', 'Foundations', '(', 'GWS', 'GQ', ')', ',', 'Knowledge', 'Domains', '(', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', ')', ',', 'Integrative', 'Studies', '(', 'Inter-domain', ')', 'requirements', '.']"
"['grade', 'requirement', 'Foundations', 'courses', '(', 'GWS', 'GQ', ')', '?']","['Foundations', 'courses', '(', 'GWS', 'GQ', ')', 'require', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['undergraduate', 'option', 'Graduate', 'Studies', 'Pennsylvania', 'State', 'University', '2023-2024', '?']","['undergraduate', 'option', 'Graduate', 'Studies', 'Pennsylvania', 'State', 'University', '2023-2024', 'Statistics', ',', 'B.S', '.']"
"['course', 'series', 'listed', 'provides', 'one', 'many', 'possible', 'ways', 'move', 'curriculum', '?']","['course', 'series', 'listed', 'provides', 'one', 'many', 'possible', 'ways', 'move', 'curriculum', 'General', 'Education', 'degree', 'requirement', 'course', 'series', '.']"
"['students', 'stay', 'updated', 'changes', 'policies', ',', 'procedures', ',', 'requirements', 'University', '?']","['Students', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regular', 'basis', 'develop', 'refine', 'academic', 'plan', 'appropriate', '.']"
"['course', 'requirement', 'first', 'year', 'Statistics', ',', 'B.S', '.', 'program', 'Pennsylvania', 'State', 'University', '?']","['course', 'requirements', 'first', 'year', 'Statistics', ',', 'B.S', '.', 'program', 'Pennsylvania', 'State', 'University', 'include', 'MATH', '140', ',', 'MATH', '141', ',', 'STAT', '200', ',', 'ENGL', '15', ',', 'PSU', '16', ',', 'General', 'Education', 'Courses', '.']"
"['course', 'requirement', 'second', 'year', 'Statistics', ',', 'B.S', '.', 'program', 'Pennsylvania', 'State', 'University', '?']","['course', 'requirements', 'second', 'year', 'Statistics', ',', 'B.S', '.', 'program', 'Pennsylvania', 'State', 'University', 'include', 'MATH', '220', ',', 'STAT', '414', ',', 'MATH', '230', ',', 'ENGL', '202C', ',', 'CAS', '100A', ',', 'CMPSC', '121', ',', 'MATH', '311W', ',', 'MATH', '312', ',', 'General', 'Education', 'Courses', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'include', 'courses', 'abbreviations', 'US', 'IL', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', 'W', ',', 'X', ',', 'Q', '.']"
"['different', 'components', 'included', 'General', 'Education', 'requirements', 'Penn', 'State', '?']","['General', 'Education', 'requirements', 'Penn', 'State', 'include', 'Foundations', '(', 'GWS', ',', 'GQ', ')', ',', 'Knowledge', 'Domains', '(', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', ')', ',', 'Integrative', 'Studies', '(', 'Inter-domain', ')', 'requirements', '.']"
"['minimum', 'grade', 'required', 'Foundations', 'courses', '(', 'GWS', ',', 'GQ', ')', 'Penn', 'State', '?']","['minimum', 'grade', 'required', 'Foundations', 'courses', '(', 'GWS', ',', 'GQ', ')', 'Penn', 'State', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['purpose', 'Statistics', 'Computing', 'Option', 'Penn', 'State', '?']","['purpose', 'Statistics', 'Computing', 'Option', 'Penn', 'State', 'provide', 'curriculum', 'pathway', 'students', 'pursuing', 'Statistics', ',', 'B.S', '.', 'degree', '.']"
"['importance', 'consulting', 'Penn', 'State', 'academic', 'adviser', 'regularly', '?']","['important', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regularly', 'develop', 'refine', 'academic', 'plan', 'appropriate', 'academic', 'goals', '.']"
"['courses', 'included', 'first-year', 'curriculum', 'Penn', 'State', '?']","['first-year', 'curriculum', 'Penn', 'State', 'includes', 'courses', 'MATH', '140', ',', 'MATH', '141', ',', 'STAT', '200', ',', 'CMPSC', '122', ',', 'CMPSC', '121', ',', 'ENGL', '15', ',', 'General', 'Education', 'Courses', '.']"
"['courses', 'included', 'second-year', 'curriculum', 'Penn', 'State', '?']","['second-year', 'curriculum', 'Penn', 'State', 'includes', 'courses', 'MATH', '220', ',', 'STAT', '414', ',', 'MATH', '230', ',', 'ENGL', '202C', ',', 'CAS', '100A', ',', 'CMPSC', '221', ',', 'General', 'Education', 'Courses', '.']"
"['total', 'number', 'credits', 'required', 'Statistics', ',', 'B.S', '.', 'degree', 'Penn', 'State', '?']","['total', 'number', 'credits', 'required', 'Statistics', ',', 'B.S', '.', 'degree', 'Penn', 'State', '127', 'credits', '.']"
"['purpose', 'Commonwealth', 'Campuses', 'course', 'series', 'listed', 'data', '?']","['purpose', 'Commonwealth', 'Campuses', 'course', 'series', 'listed', 'data', 'provide', 'one', 'many', 'possible', 'ways', 'move', 'curriculum', 'Statistics', ',', 'B.S', '.', 'degree', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['contact', 'details', 'Department', 'Statistics', 'University', 'Park', '?']","['contact', 'Department', 'Statistics', 'University', 'Park', 'calling', '814-863-0355', 'emailing', 'stat-advising', '@', 'psu.edu', '.']"
"['total', 'credits', 'required', 'Statistics', 'program', '?']","['total', 'credits', 'required', 'Statistics', 'program', '127', '.']"
"['potential', 'career', 'options', 'graduates', 'Statistics', 'program', '?']","['Graduates', 'Statistics', 'program', 'potential', 'career', 'options', 'various', 'fields', 'data', 'analysis', ',', 'research', ',', 'consulting', '.']"
"['professional', 'resources', 'available', 'Statistics', 'students', '?']","['Professional', 'resources', 'Statistics', 'students', 'include', 'American', 'Statistical', 'Association', 'website', 'https', ':', '//www.amstat.org/', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'US', 'IL', '.']"
"['website', 'information', 'potential', 'career', 'options', 'Statistics', 'graduates', '?']","['information', 'potential', 'career', 'options', 'Statistics', 'graduates', ',', 'visit', 'https', ':', '//thisisstatistics.org/jobs-in-statistics/', '.']"
"['requirements', 'courses', 'General', 'Education', 'category', '?']","['Courses', 'General', 'Education', 'category', 'include', 'Foundations', '(', 'GWS', ',', 'GQ', ')', ',', 'Knowledge', 'Domains', '(', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', ')', ',', 'Integrative', 'Studies', '(', 'Inter-domain', ')', 'requirements', '.']"
"['course', 'requires', 'grade', ""'"", 'C', ""'"", 'better', 'major', '?']","['course', 'requires', 'grade', ""'"", 'C', ""'"", 'better', 'major', 'STAT', '416', '.']"
"['entrance', 'requirements', 'General', 'Education', 'courses', '?']","['entrance', 'requirements', 'General', 'Education', 'courses', 'include', 'satisfying', 'Cultural', 'Diversity', 'Requirements', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '.']"
"['purpose', 'completing', 'Statistics', 'minor', '?']","['purpose', 'completing', 'Statistics', 'minor', 'introduce', 'students', 'quantitative', 'aspects', 'research', 'provide', 'understanding', 'statistics', 'useful', 'various', 'fields', 'agriculture', ',', 'business', ',', 'education', ',', 'social', 'sciences', '.']"
"['examples', 'careers', 'statisticians', 'pursue', '?']","['Statisticians', 'work', 'various', 'fields', 'pharmaceutical', 'industry', ',', 'technology', 'manufacturing', 'companies', ',', 'public', 'health', 'agencies', ',', 'government', 'agencies', 'like', 'U.S.', 'Department', 'Education', ',', 'Census', 'Bureau', ',', 'Department', 'Labor', '.']"
"['requirements', 'completing', 'Statistics', 'minor', '?']","['complete', 'Statistics', 'minor', ',', 'students', 'need', 'earn', '24-26', 'credits', 'achieve', 'grade', 'C', 'better', 'required', 'courses', 'specified', 'Senate', 'Policy', '59-10', '.']"
"['students', 'change', 'campuses', 'complete', 'Statistics', 'minor', '?']","['Yes', ',', 'students', 'may', 'change', 'campuses', 'complete', 'Statistics', 'minor', 'minor', 'offered', 'different', 'campus', 'major', '.']"
"['skills', 'useful', 'students', 'interested', 'pursuing', 'Statistics', 'minor', '?']","['Students', 'interested', 'pursuing', 'Statistics', 'minor', 'enjoy', 'working', 'numbers', 'data', ',', 'interested', 'statistics', ',', 'want', 'complement', 'skills', 'major', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['focus', 'Statistics', 'minor', 'program', '?']","['Statistics', 'minor', 'program', 'focuses', 'introducing', 'students', 'quantitative', 'aspects', 'research', 'providing', 'understanding', 'statistics', 'applicable', 'various', 'industries', 'government', 'sectors', '.']"
"['career', 'opportunities', 'statisticians', 'pharmaceutical', 'industry', '?']","['Statisticians', 'pharmaceutical', 'industry', 'work', 'doctors', 'research', 'scientists', 'design', 'execute', 'experiments', 'clinical', 'trials', '.']"
"['examples', 'collaboration', 'opportunities', 'statisticians', 'public', 'health', 'agencies', '?']","['Statisticians', 'collaborate', 'epidemiologists', 'public', 'health', 'agencies', 'like', 'NIH', 'CDC', 'study', 'infectious', 'disease', 'dynamics', 'among', 'threatened', 'populations', '.']"
"['examples', 'collaboration', 'opportunities', 'statisticians', 'government', 'agencies', '?']","['Statisticians', 'government', 'agencies', 'like', 'U.S.', 'Department', 'Education', ',', 'Census', 'Bureau', ',', 'Department', 'Labor', 'help', 'inform', 'public', 'policy', 'assess', 'impact', 'legislative', 'changes', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['prescribed', 'courses', 'required', 'major', 'Mathematics', '?']","['prescribed', 'courses', 'required', 'major', 'Mathematics', 'include', 'MATH', '140', 'Calculus', 'Analytic', 'Geometry', 'MATH', '141', 'Calculus', 'Analytic', 'Geometry', 'II', '.']"
"['additional', 'courses', 'required', 'Education', 'program', '?']","['Additional', 'courses', 'required', 'Education', 'program', 'include', 'STAT', '301', ',', 'STAT', '318', ',', 'STAT', '319', ',', 'STAT', '401', ',', 'STAT', '414', ',', 'STAT', '415', ',', 'select', '10-12', 'credits', '400-level', 'STAT', 'courses', '.']"
"['Dean', 'College', 'Education', '?']","['Kimberly', 'A.', 'Lawless', 'Dean', 'College', 'Education', '.']"
"['role', 'academic', 'advising', 'university', '?']","['university', ""'s"", 'academic', 'advising', 'program', 'aims', 'help', 'advisees', 'identify', 'achieve', 'academic', 'goals', ',', 'promote', 'intellectual', 'discovery', ',', 'encourage', 'students', 'take', 'advantage', 'educational', 'opportunities', '.']"
"['Undergraduate', 'Academic', 'Adviser', 'University', 'Park', '?']","['Andrea', 'Brandimarte', 'Undergraduate', 'Academic', 'Adviser', 'University', 'Park', '.']"
"['contact', 'information', 'Department', 'Statistics', 'University', 'Park', '?']","['contact', 'information', 'Department', 'Statistics', 'University', 'Park', '814-863-0355', 'stat-advising', '@', 'psu.edu', '.']"
"['website', 'Department', 'Statistics', 'University', 'Park', '?']","['website', 'Department', 'Statistics', 'University', 'Park', 'https', ':', '//science.psu.edu/stat', '.']"
"['kind', 'experiences', 'students', 'find', 'Penn', 'State', 'College', 'Education', '?']","['Students', 'Penn', 'State', 'College', 'Education', 'find', 'unique', 'experiences', 'provide', 'solid', 'foundation', 'various', 'courses', 'supportive', 'environment', 'faculty', 'members', 'advisers', 'help', 'succeed', '.']"
"['kind', 'support', 'system', 'available', 'students', 'Penn', 'State', 'College', 'Education', '?']","['Students', 'Penn', 'State', 'College', 'Education', 'surrounded', 'support', 'system', 'faculty', 'members', 'advisers', 'help', 'succeed', 'educational', 'experiences', 'campus', ',', 'across', 'street', ',', 'across', 'globe', '.']"
"['students', 'discover', 'Penn', 'State', 'College', 'Education', '?']","['Students', 'Penn', 'State', 'College', 'Education', 'discover', 'new', 'cultures', 'innovative', 'ideas', 'enrich', 'educational', 'experience', 'Penn', 'State', '.']"
"['mission', 'College', 'Education', 'Penn', 'State', '?']","['mission', 'College', 'Education', 'Penn', 'State', 'deepen', 'extend', 'knowledge', 'formation', 'utilization', 'human', 'capabilities', 'across', 'various', 'content', 'areas', 'age', 'groups', '.']"
"['educator', 'preparation', 'program', 'Penn', 'State', 'College', 'Education', 'accredited', '?']","['Yes', ',', 'educator', 'preparation', 'programs', 'Penn', 'State', 'College', 'Education', 'fully', 'accredited', 'Initial', 'Advanced', 'levels', 'Council', 'Accreditation', 'Educator', 'Preparation', '(', 'CAEP', ')', '.']"
"['next', 'program', 'review', 'educator', 'preparation', 'programs', 'Penn', 'State', 'College', 'Education', '?']","['next', 'program', 'review', 'educator', 'preparation', 'programs', 'Penn', 'State', 'College', 'Education', 'scheduled', 'Fall', '2026', 'Council', 'Accreditation', 'Educator', 'Preparation', '(', 'CAEP', ')', '.']"
"['degrees', 'offered', 'Department', 'Curriculum', 'Instruction', 'Penn', 'State', '?']","['Department', 'Curriculum', 'Instruction', 'Penn', 'State', 'offers', 'undergraduate', 'graduate', 'degrees', 'many', 'options', 'teacher', 'certification', 'various', 'discipline', 'areas', '.']"
"['certification', 'programs', 'available', 'Department', 'Curriculum', 'Instruction', 'Penn', 'State', '?']","['Department', 'Curriculum', 'Instruction', 'Penn', 'State', 'offers', 'professional', 'programs', 'leading', 'certification', 'early', 'childhood', '(', 'PK-4', ')', ',', 'middle-level', 'education', '(', 'grades', '4-8', ')', ',', 'various', 'discipline', 'areas', 'secondary-school', 'level', '.']"
"['areas', 'Department', 'Education', 'Policy', 'Studies', 'Penn', 'State', 'focus', '?']","['Department', 'Education', 'Policy', 'Studies', 'Penn', 'State', 'focuses', 'education', 'policy', 'public', 'policy', 'related', 'education', '.']"
"['degrees', 'offered', 'Department', 'Learning', 'Performance', 'Systems', '?']","['Department', 'Learning', 'Performance', 'Systems', 'offers', 'Baccalaureate', 'Degrees', 'Education', 'Public', 'Policy', ',', 'Elementary', 'Early', 'Childhood', 'Education', ',', 'Elementary', 'Kindergarten', 'Education', ',', 'Middle', 'Level', 'Education', ',', 'Rehabilitation', 'Human', 'Services', ',', 'Secondary', 'Education', ',', 'Special', 'Education', ',', 'Workforce', 'Education', 'Development', ',', 'World', 'Languages', '(', 'K-12', ')', 'Education', '.']"
