Tokenized_Query,Tokenized_Answer
"['examples', 'courses', 'satisfy', 'C-required', 'course', 'requirement', 'Veterinary', 'Biomedical', 'Sciences', 'major', '?']","['examples', 'courses', 'satisfy', 'C-required', 'course', 'requirement', 'Veterinary', 'Biomedical', 'Sciences', 'major', 'include', 'ANSC', '201', 'ANSC', '301', '.']"
"['focus', 'Veterinary', 'Biomedical', 'Sciences', 'major', '?']","['focus', 'Veterinary', 'Biomedical', 'Sciences', 'major', 'prepare', 'students', 'careers', 'veterinary', 'medicine', 'related', 'biomedical', 'disciplines', '.']"
"['program', 'description', 'Veterinary', 'Biomedical', 'Sciences', 'major', '?']","['program', 'description', 'Veterinary', 'Biomedical', 'Sciences', 'major', 'includes', 'providing', 'strong', 'background', 'biological', 'physical', 'sciences', 'underlying', 'contemporary', 'veterinary', 'science', '.']"
"['student', 'option', 'focus', 'area', 'study', 'Veterinary', 'Biomedical', 'Sciences', 'major', '?']","['student', 'option', 'focus', 'area', 'study', 'Veterinary', 'Biomedical', 'Sciences', 'major', 'includes', 'selecting', 'supporting', 'courses', 'variety', 'areas', '.']"
"['purpose', 'Veterinary', 'Biomedical', 'Sciences', 'major', '?']","['purpose', 'Veterinary', 'Biomedical', 'Sciences', 'major', 'prepare', 'students', 'graduate-level', 'study', 'veterinary-related', 'biomedical', 'disciplines', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'United', 'States', 'Cultures', ':', '3', 'credits', 'International', 'Cultures', ':', '3', 'credits', '.']"
"['requirements', 'Nutrition', 'degree', 'program', '?']","['Nutrition', 'degree', 'program', 'requires', 'students', 'select', '4', 'credits', 'courses', 'like', 'BIOL', '220W', ',', 'BIOL', '230W', ',', 'BIOL', '240W', ',', 'BMB', '251', '.']"
"['courses', 'included', 'Economics', 'Principles', 'category', '?']","['Economics', 'Principles', 'category', 'includes', 'courses', 'like', 'ECON', '102', 'Introductory', 'Microeconomic', 'Analysis', 'Policy', 'ECON', '104', 'Introductory', 'Macroeconomic', 'Analysis', 'Policy', '.']"
"['options', 'Undergraduate', 'degree', 'program', 'Pennsylvania', 'State', 'University', '?']","['Undergraduate', 'degree', 'program', 'Pennsylvania', 'State', 'University', 'includes', 'courses', 'like', 'AGBM', '101', 'Human', 'Physiology', 'AGBM', '101', 'Economic', 'Principles', 'Agribusiness', 'Decision', 'Making', '.']"
"['requirements', 'First', 'Year', 'Engagement', 'Penn', 'State', '?']","['First', 'Year', 'Engagement', 'Penn', 'State', 'requires', 'students', 'select', '6', 'credits', 'courses', 'like', 'BMB', '211', ',', 'BMB', '212', ',', 'BMB', '221', '.']"
"['courses', 'part', 'General', 'Biochemistry', 'category', '?']","['General', 'Biochemistry', 'category', 'includes', 'courses', 'like', 'BMB', '401', 'General', 'Biochemistry', 'BMB', '402', 'General', 'Biochemistry', '.']"
"['courses', 'included', 'Fundamentals', 'Organic', 'Chemistry', 'category', '?']","['Fundamentals', 'Organic', 'Chemistry', 'category', 'includes', 'courses', 'like', 'CHEM', '202', 'Fundamentals', 'Organic', 'Chemistry', 'CHEM', '203', 'Fundamentals', 'Organic', 'Chemistry', 'II', '.']"
"['courses', 'satisfy', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['Writing', 'Across', 'Curriculum', 'requirement', 'satisfied', 'selecting', '9', 'credits', '400-level', 'courses', 'department', 'list', '.']"
"['options', 'World', 'Campus', 'students', 'terms', 'course', 'requirements', '?']","['World', 'Campus', 'students', 'required', 'take', '1-3', 'credits', 'First-Year', 'Seminar', 'specified', 'college', ""'s"", 'First-Year', 'Engagement', 'Plan', '.']"
"['options', 'students', 'enrolled', 'Division', 'Undergraduate', 'Studies', 'University', 'Park', '?']","['Students', 'enrolled', 'Division', 'Undergraduate', 'Studies', 'University', 'Park', 'required', 'take', '6-8', 'credits', 'courses', 'like', 'CHEM', '210', 'Organic', 'Chemistry', 'CHEM', '212', 'Organic', 'Chemistry', 'II', 'Laboratory', '.']"
"['General', 'Education', 'requirements', 'students', 'college', '?']","['General', 'Education', 'requirements', 'students', 'college', 'include', 'total', 'minimum', '9', 'credits', 'connecting', 'career', 'curiosity', ',', 'specific', 'requirements', 'Quantification', '(', 'GQ', ')', ',', 'Writing', 'Speaking', '(', 'GWS', ')', ',', 'Breadth', 'Knowledge', 'Domains', 'Arts', '(', 'GA', ')', ',', 'Health', 'Wellness', '(', 'GHW', ')', ',', 'Humanities', '(', 'GH', ')', ',', 'Social', 'Behavioral', 'Sciences', '(', 'GS', ')', ',', 'Natural', 'Sciences', '(', 'GN', ')', '.']"
"['many', 'credits', 'required', 'Quantification', '(', 'GQ', ')', 'requirement', '?']","['Quantification', '(', 'GQ', ')', 'requirement', 'consists', '6', 'credits', 'students', 'need', 'fulfill', '.']"
"['minimum', 'number', 'degree', 'credits', 'must', 'earned', 'baccalaureate', 'degree', '?']","['minimum', 'number', 'degree', 'credits', 'must', 'earned', 'baccalaureate', 'degree', '120', 'credits', ',', 'minimum', '169', 'credits', 'required', 'graduation', '.']"
"['minimum', 'grade', 'required', 'Inter-Domain', 'courses', 'meet', 'requirement', '?']","['grade', 'C', 'better', 'required', 'Inter-Domain', 'courses', 'meet', 'requirement', '.']"
"['keystone', 'symbol', 'next', 'course', 'title', 'designated', 'General', 'Education', 'curriculum', '?']","['keystone', 'symbol', 'next', 'course', 'title', 'designates', 'General', 'Education', 'course', '.']"
"['students', 'find', 'additional', 'information', 'General', 'Education', 'requirements', '?']","['Students', 'find', 'additional', 'information', 'General', 'Education', 'requirements', 'General', 'Education', 'Requirements', 'section', 'Bulletin', 'consulting', 'academic', 'adviser', '.']"
"['many', 'credits', 'required', 'Writing', 'Speaking', '(', 'GWS', ')', 'requirement', '?']","['Writing', 'Speaking', '(', 'GWS', ')', 'requirement', 'consists', '9', 'credits', 'students', 'need', 'fulfill', '.']"
"['examples', 'Breadth', 'Knowledge', 'Domains', 'students', 'need', 'fulfill', '?']","['examples', 'Breadth', 'Knowledge', 'Domains', 'students', 'need', 'fulfill', 'include', 'Arts', '(', 'GA', ')', ',', 'Health', 'Wellness', '(', 'GHW', ')', ',', 'Humanities', '(', 'GH', ')', ',', 'Social', 'Behavioral', 'Sciences', '(', 'GS', ')', ',', 'Natural', 'Sciences', '(', 'GN', ')', '.']"
"['minimum', 'grade-point', 'average', 'required', 'courses', 'completed', 'within', 'degree', 'program', '?']","['Candidates', 'must', 'earn', 'least', '2.00', 'grade-point', 'average', 'courses', 'completed', 'within', 'degree', 'program', '.']"
"['many', 'credits', 'may', 'required', 'major', 'exceeds', '120-credit', 'minimum', 'baccalaureate', 'degree', '?']","['Programs', 'may', 'exceed', '120-credit', 'minimum', 'baccalaureate', 'degree', ',', 'students', 'consult', 'college', 'department', 'adviser', 'specific', 'credit', 'requirements', '.']"
"['Program', 'Learning', 'Objectives', 'Veterinary', 'Biomedical', 'Sciences', 'students', '?']","['Program', 'Learning', 'Objectives', 'Veterinary', 'Biomedical', 'Sciences', 'students', 'include', 'able', 'search', ',', 'critically', 'evaluate', ',', 'discuss', 'scientific', 'literature', 'field', ',', 'well', 'exhibiting', 'competency', 'physical', 'life', 'sciences', '.']"
"['Life', '&', 'Physical', 'Science', 'Competency', 'students', 'Veterinary', 'Biomedical', 'Sciences', 'must', 'exhibit', '?']","['Students', 'Veterinary', 'Biomedical', 'Sciences', 'must', 'exhibit', 'competency', 'physical', 'life', 'sciences', ',', 'including', 'anatomy', ',', 'physiology', ',', 'chemistry', ',', 'cell', 'biology', ',', 'microbiology', ',', 'immunology', '.']"
"['Exploration', 'requirement', 'students', 'Veterinary', 'Biomedical', 'Sciences', '?']","['Exploration', 'requirement', 'students', 'Veterinary', 'Biomedical', 'Sciences', 'ability', 'apply', 'research', 'data', 'knowledge', 'physical', 'life', 'sciences', 'towards', 'management', 'health', 'diseases', 'animals', '.']"
"['many', 'credits', 'required', 'Inter-Domain', 'Courses', 'Veterinary', 'Biomedical', 'Sciences', 'students', '?']","['6', 'credits', 'required', 'Inter-Domain', 'Courses', 'Veterinary', 'Biomedical', 'Sciences', 'students', '.']"
"['Career', 'Development', 'aspect', 'students', 'Veterinary', 'Biomedical', 'Sciences', 'aware', '?']","['Students', 'Veterinary', 'Biomedical', 'Sciences', 'know', 'career', 'options', 'within', 'field', 'prepared', 'succeed', 'post-graduate', 'jobs', 'professional', 'graduate', 'schools', '.']"
"['role', 'academic', 'advisors', 'university', ""'s"", 'advising', 'program', 'Veterinary', 'Biomedical', 'Sciences', 'students', '?']","['Academic', 'advisors', 'university', ""'s"", 'advising', 'program', 'Veterinary', 'Biomedical', 'Sciences', 'students', 'help', 'advisees', 'identify', 'achieve', 'academic', 'goals', ',', 'promote', 'intellectual', 'discovery', ',', 'encourage', 'students', 'take', 'advantage', 'educational', 'opportunities', '.']"
"['responsibility', 'advisors', 'advisees', 'share', 'advising', 'relationship', '?']","['Advisors', 'advisees', 'share', 'responsibility', 'making', 'advising', 'relationship', 'succeed', 'encouraging', 'advisees', 'become', 'engaged', 'education', ',', 'meet', 'educational', 'goals', ',', 'develop', 'habit', 'learning', '.']"
"['primary', 'role', 'advisee', ""'s"", 'unit', 'enrollment', 'advising', 'process', '?']","['advisee', ""'s"", 'unit', 'enrollment', 'provides', 'advisee', 'primary', 'academic', 'advisor', ',', 'information', 'needed', 'plan', 'chosen', 'program', 'study', ',', 'referrals', 'specialized', 'resources', '.']"
"['General', 'Education', 'Course', 'requirements', 'Veterinary', 'Biomedical', 'Sciences', 'students', '?']","['Veterinary', 'Biomedical', 'Sciences', 'students', 'required', 'take', '3', 'General', 'Education', 'Courses', '.']"
"['objectives', 'university', ""'s"", 'academic', 'advising', 'program', 'Veterinary', 'Biomedical', 'Sciences', 'students', '?']","['objectives', 'university', ""'s"", 'academic', 'advising', 'program', 'Veterinary', 'Biomedical', 'Sciences', 'students', 'help', 'advisees', 'identify', 'achieve', 'academic', 'goals', ',', 'promote', 'intellectual', 'discovery', ',', 'encourage', 'students', 'take', 'advantage', 'educational', 'opportunities', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['prerequisites', 'BMB', '401', '?']","['prerequisites', 'BMB', '401', 'include', 'BMB', '251', ',', 'CHEM', '202', ',', 'CHEM', '203', '.']"
"['provide', 'information', 'General', 'Education', 'Course', 'ANSC', '201', '?']","['ANSC', '201', 'General', 'Education', 'Course', 'worth', '3-4', 'credits', '.']"
"['Undergraduate', 'Program', 'Coordinator', 'Veterinary', 'Biomedical', 'Sciences', '?']","['Jennifer', 'Koehl', ',', 'VMD', 'Assistant', 'Teaching', 'Professor', 'Undergraduate', 'Program', 'Coordinator', 'Veterinary', 'Biomedical', 'Sciences', '.']"
"['courses', 'recommended', 'Fourth', 'Year', 'Fall', 'semester', 'according', 'suggested', 'academic', 'plan', '?']","['recommended', 'courses', 'Fourth', 'Year', 'Fall', 'semester', 'according', 'suggested', 'academic', 'plan', 'include', 'VBSC', '421', ',', 'BIOL', '472', ',', 'ANSC', '423', ',', 'VBSC', '403', '.']"
"['total', 'number', 'credits', 'First', 'Year', 'Spring', 'semester', '?']","['total', 'number', 'credits', 'First', 'Year', 'Spring', 'semester', '12', '.']"
"['courses', 'included', 'First-Year', 'Seminar', 'VBSC', '50', '?']","['First-Year', 'Seminar', 'VBSC', '50', 'includes', 'ENGL', '15', ',', '30H', ',', 'ESL', '15', ',', 'General', 'Education', 'Course', '.']"
"['contact', 'information', 'Jennifer', 'Koehl', ',', 'VMD', '?']","['Jennifer', 'Koehl', ',', 'VMD', 'reached', '814-863-5938', 'via', 'email', 'jzk335', '@', 'psu.edu', '.']"
"['prerequisite', 'CHEM', '113', '?']","['prerequisite', 'CHEM', '113', 'CHEM', '111', '.']"
"['course', 'series', 'provides', 'one', 'many', 'possible', 'ways', 'move', 'curriculum', '?']","['course', 'series', 'provides', 'one', 'many', 'possible', 'ways', 'move', 'curriculum', 'AGBM', '101', ',', 'ECON', '102', ',', 'ECON', '104', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'include', 'courses', 'suffixes', 'W', ',', 'X', ',', 'NQ', '.']"
"['courses', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'fall', 'semester', '?']","['Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'ENGL', '137H/CAS', '137H', 'fall', 'semester', '.']"
"['courses', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'spring', 'semester', '?']","['Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'ENGL', '138T/CAS', '138T', 'spring', 'semester', '.']"
"['courses', 'replace', 'ENGL', '30H', 'CAS', '100', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', '?']","['Courses', 'GWS', 'designation', 'replace', 'ENGL', '30H', 'CAS', '100', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', '.']"
"['courses', 'must', 'completed', 'completing', 'CHEM', '212', 'students', 'University', 'Park', '?']","['completing', 'CHEM', '212', ',', 'students', 'University', 'Park', 'must', 'also', 'complete', 'CHEM', '213', '.']"
"['basis', 'selection', 'BMB', 'students', 'University', 'Park', '?']","['basis', 'selection', 'BMB', 'students', 'University', 'Park', 'based', 'student', ""'s"", 'Organic', 'Chemistry', 'selection', '.']"
"['examples', 'animal', 'biology', 'courses', 'students', 'strongly', 'encouraged', 'select', 'veterinary', 'school', 'graduate', 'school', 'University', 'Park', '?']","['Students', 'strongly', 'encouraged', 'select', 'additional', 'animal', 'biology', 'courses', 'veterinary', 'school', 'graduate', 'school', 'University', 'Park', '.']"
"['courses', 'must', 'selected', 'approved', 'list', 'supporting', 'courses', 'University', 'Park', '?']","['Supporting', 'courses', 'University', 'Park', 'must', 'selected', 'approved', 'list', '.']"
"['students', 'regarding', 'course', 'selection', 'University', 'Park', '?']","['Students', 'University', 'Park', 'consult', 'academic', 'adviser', 'regarding', 'course', 'selection', '.']"
"['courses', 'taught', 'every', 'semester', 'University', 'Park', '?']","['Courses', 'taught', 'every', 'semester', 'University', 'Park', 'include', '171', '172', 'Wildlife', 'Fisheries', 'Science', ',', 'B.S', '.', 'Veterinary', 'Biomedical', 'Sciences', ',', 'B.S', '.', 'Commonwealth', 'Campuses', '.']"
"['examples', 'courses', 'satisfy', 'General', 'Education', 'requirement', '?']","['examples', 'courses', 'satisfy', 'General', 'Education', 'requirement', 'include', 'AGBM', '101', ',', 'ECON', '102', ',', 'ECON', '104', ',', 'CHEM', '112', ',', 'CHEM', '113', ',', 'MATH', '141', ',', 'ENGL', '15', ',', 'BIOL', '110', ',', 'BIOL', '220W', ',', 'CHEM', '202', ',', 'STAT', '250', ',', 'ANSC', '201', ',', 'MICRB', '201', ',', 'BMB', '401', ',', 'ANSC', '301', ',', '.']"
"['explain', 'abbreviations', 'used', 'course', 'listings', '?']","['abbreviations', 'used', 'course', 'listings', 'include', 'US', 'IL', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', ',', 'W', ',', 'X', ',', 'suffixes', 'end', 'course', 'numbers', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', ',', 'GWS', ',', 'GQ', ',', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', 'different', 'Knowledge', 'Domains', 'Integrative', 'Studies', 'requirements', '.']"
"['students', 'regarding', 'selection', 'certain', 'chemistry', 'courses', '?']","['Students', 'consult', 'academic', 'adviser', 'regarding', 'selection', 'CHEM', '202', 'CHEM', '203', 'versus', 'CHEM', '210', ',', 'CHEM', '212', ',', 'CHEM', '213', 'make', 'informed', 'decisions', 'academic', 'plan', '.']"
"['students', 'access', 'degree', 'audit', 'information', '?']","['Students', 'access', 'degree', 'audit', 'information', 'LionPATH', ',', 'specifically', 'Academic', 'Requirements', 'report', ',', 'track', 'progress', 'plan', 'academic', 'journey', 'effectively', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'include', 'courses', 'US', 'IL', 'abbreviation', ',', 'designate', 'courses', 'related', 'United', 'States', 'International', 'Cultures', '.']"
"['requirements', 'Foundations', 'courses', 'General', 'Education', '?']","['Foundations', 'courses', 'General', 'Education', '(', 'GWS', ',', 'GQ', ')', 'require', 'grade', ""'"", 'C', ""'"", 'better', 'fulfill', 'requirements', '.']"
"['explain', 'suffixes', 'used', 'end', 'course', 'numbers', 'course', 'listings', '?']","['suffixes', 'used', 'end', 'course', 'numbers', 'course', 'listings', 'help', 'identify', 'courses', 'satisfy', 'specific', 'requirements', ',', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', 'Inter-domain', 'courses', '.']"
"['students', 'develop', 'refine', 'academic', 'plan', 'appropriately', '?']","['Students', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regular', 'basis', 'develop', 'refine', 'academic', 'plan', 'aligns', 'goals', 'requirements', '.']"
"['examples', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['examples', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', 'include', 'courses', 'suffixes', 'like', 'W', ',', 'X', ',', 'others', 'end', 'course', 'numbers', '.']"
"['students', 'ensure', 'track', 'academic', 'plan', '?']","['Students', 'ensure', 'track', 'academic', 'plan', 'consulting', 'academic', 'adviser', 'regularly', 'using', 'degree', 'audit', 'available', 'LionPATH', 'monitor', 'progress', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['courses', 'must', 'completed', 'order', 'fulfill', 'Organic', 'Chemistry', 'selection', 'requirement', '?']","['order', 'fulfill', 'Organic', 'Chemistry', 'selection', 'requirement', ',', 'students', 'must', 'complete', 'CHEM', '212', 'CHEM', '213', '.']"
"['examples', 'supporting', 'courses', 'students', 'select', 'program', '?']","['examples', 'supporting', 'courses', 'students', 'select', 'program', 'include', 'BIOL', '472', ',', 'ANSC', '423', ',', 'VBSC', '403', ',', 'VBSC', '421', '.']"
"['options', 'available', 'students', 'Wildlife', 'Fisheries', 'Science', 'major', '?']","['Students', 'Wildlife', 'Fisheries', 'Science', 'major', 'choose', 'Wildlife', 'Option', 'Fisheries', 'Option', 'gain', 'greater', 'depth', 'knowledge', 'one', 'area', 'discipline', '.']"
"['students', 'consult', 'regarding', 'appropriate', 'selection', 'supporting', 'courses', '?']","['Students', 'consult', 'academic', 'adviser', 'regarding', 'appropriate', 'selection', 'supporting', 'courses', '.']"
"['purpose', 'Wildlife', 'Fisheries', 'Science', 'major', 'Penn', 'State', '?']","['purpose', 'Wildlife', 'Fisheries', 'Science', 'major', 'Penn', 'State', 'develop', 'knowledge', ',', 'skills', ',', 'professional', 'ethics', 'undergraduates', 'interested', 'conservation', 'management', 'wildlife', 'environments', '.']"
"['total', 'number', 'credits', 'required', 'program', '?']","['total', 'number', 'credits', 'required', 'program', '125-132', 'credits', '.']"
"['examples', 'elective', 'courses', 'students', 'choose', '?']","['examples', 'elective', 'courses', 'students', 'choose', 'include', 'supporting', 'courses', '400', 'level', 'elective', 'courses', '.']"
"['contact', 'information', 'Department', 'Veterinary', 'Biomedical', 'Sciences', 'Penn', 'State', '?']","['contact', 'information', 'Department', 'Veterinary', 'Biomedical', 'Sciences', 'Penn', 'State', '108E', 'AVBS', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', ',', '814-863-5938', ',', 'jzk335', '@', 'psu.edu', '.']"
"['students', 'find', 'information', 'program', 'course', 'offerings', '?']","['Students', 'find', 'information', 'program', 'course', 'offerings', 'website', 'https', ':', '//vbs.psu.edu/', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['requirements', 'Wildlife', 'Fisheries', 'Science', 'major', '?']","['requirements', 'Wildlife', 'Fisheries', 'Science', 'major', 'include', 'earning', 'grade', 'C', 'better', 'designated', 'major', 'C-required', 'courses', 'specified', 'Senate', 'Policy', '82-44', '.']"
"['examples', 'prescribed', 'courses', 'Wildlife', 'Fisheries', 'Science', 'major', '?']","['examples', 'prescribed', 'courses', 'Wildlife', 'Fisheries', 'Science', 'major', 'include', 'BIOL', '110', ',', 'BIOL', '240W', ',', 'CHEM', '110', ',', 'CHEM', '111', ',', 'ECON', '104', ',', 'ENGL', '202C', ',', 'PHYS', '250', ',', 'SOILS', '101', '.']"
"['Wildlife', 'Fisheries', 'Science', 'program', 'include', '?']","['Wildlife', 'Fisheries', 'Science', 'program', 'includes', 'study', 'conservation', ',', 'management', ',', 'ecology', ',', 'behavior', ',', 'identification', 'wildlife', 'fish', 'species', ',', 'application', 'knowledge', 'conserve', 'manage', 'biodiversity', 'ecosystems', '.']"
"['examples', 'additional', 'courses', 'Wildlife', 'Fisheries', 'Science', 'major', '?']","['examples', 'additional', 'courses', 'Wildlife', 'Fisheries', 'Science', 'major', 'include', 'STAT', '460', ',', 'MATH', '111', ',', 'MATH', '141', '.']"
"['examples', 'courses', 'focus', 'Wildlife', 'Fisheries', 'Conservation', '?']","['examples', 'courses', 'focus', 'Wildlife', 'Fisheries', 'Conservation', 'include', 'WFS', '209N', 'BIOL', '220W', '.']"
"['examples', 'courses', 'focus', 'Vertebrates', 'Wildlife', 'Fisheries', 'Science', 'major', '?']","['examples', 'courses', 'focus', 'Vertebrates', 'Wildlife', 'Fisheries', 'Science', 'major', 'include', 'WFS', '300', 'WFS', '301', '.']"
"['examples', 'courses', 'focus', 'Wildlife', 'Fisheries', 'Measurements', '?']","['examples', 'courses', 'focus', 'Wildlife', 'Fisheries', 'Measurements', 'include', 'WFS', '310', '.']"
"['examples', 'career', 'opportunities', 'Wildlife', 'Fisheries', 'Science', 'majors', '?']","['Career', 'opportunities', 'Wildlife', 'Fisheries', 'Science', 'majors', 'include', 'working', 'state', 'federal', 'natural', 'resource', 'agencies', ',', 'non-profits', ',', 'zoos', ',', 'aquariums', ',', 'consulting', 'firms', '.']"
"['examples', 'courses', 'students', 'might', 'like', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['Students', 'Wildlife', 'Fisheries', 'Science', 'program', 'might', 'like', 'courses', 'WFS', '446', '.']"
"['degree', 'requirements', 'Bachelor', 'Science', 'Wildlife', 'Fisheries', 'Science', '?']","['degree', 'requirements', 'Bachelor', 'Science', 'Wildlife', 'Fisheries', 'Science', 'include', 'minimum', '120', 'credits', 'Wildlife', 'option', '122', 'credits', 'Fisheries', 'option', '.']"
"['examples', 'courses', 'required', 'Fisheries', 'option', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['examples', 'courses', 'required', 'Fisheries', 'option', 'include', 'WFS', '410', 'General', 'Fishery', 'Science', ',', 'WFS', '452', 'Ichthyology', ',', 'WFS', '453', 'Ichthyology', 'Laboratory', ',', 'WFS', '463W', 'Fishery', 'Management', '.']"
"['many', 'credits', 'required', 'Fisheries', 'option', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['Fisheries', 'option', 'Wildlife', 'Fisheries', 'Science', 'program', 'requires', '22-23', 'credits', '.']"
"['General', 'Education', 'requirements', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['General', 'Education', 'requirements', 'program', 'include', '45', 'credits', ',', '9', 'credits', 'GN', 'courses', ',', '6', 'credits', 'GQ', 'courses', ',', '3', 'credits', 'GS', 'courses', ',', '3', 'credits', 'GWS', 'courses', '.']"
"['requirements', 'Major', 'Wildlife', 'Fisheries', 'Science', '?']","['requirements', 'Major', 'Wildlife', 'Fisheries', 'Science', 'include', '87-95', 'credits', 'Major', '21-45', 'credits', 'Option', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['minimum', 'cumulative', 'grade-point', 'average', 'required', 'students', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['Students', 'must', 'attain', 'least', 'C', '(', '2.00', ')', 'cumulative', 'grade-point', 'average', 'courses', 'taken', 'University', '.']"
"['many', 'credits', 'required', 'Wildlife', 'option', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['Wildlife', 'option', 'Wildlife', 'Fisheries', 'Science', 'program', 'requires', 'minimum', '120', 'credits', '.']"
"['Supporting', 'Courses', 'Related', 'Areas', 'Wildlife', 'Fisheries', 'Science', 'program', '?']","['Supporting', 'Courses', 'Related', 'Areas', 'program', 'include', '6-18', 'credits', 'Intermediate', 'Applied', 'Statistics', '.']"
"['Entrance', 'Changes', 'Major', 'Programs', 'Study', 'University', '?']","['Entrance', 'Changes', 'Major', 'Programs', 'Study', 'University', 'detailed', 'Senate', 'Policy', '37-30', '.']"
"['examples', 'courses', 'satisfy', 'Physiological', 'Ecology', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Physiological', 'Ecology', 'requirement', 'include', 'WFS', '407', 'Ornithology', ',', 'WFS', '408', 'Mammalogy', ',', 'WFS', '447W', 'Wildlife', 'Management', '.']"
"['examples', 'courses', 'satisfy', 'Wildlife', 'Management', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Wildlife', 'Management', 'requirement', 'include', 'ENT', '425', 'Freshwater', 'Entomology', ',', 'WFS', '470', 'Watershed', 'Management', ',', 'WFS', '422', 'Ecology', 'Fishes', '.']"
"['examples', 'courses', 'satisfy', 'Geographic', 'Information', 'Systems', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Geographic', 'Information', 'Systems', 'requirement', 'include', 'GEOG', '160', 'Mapping', 'Changing', 'World', 'GEOG', '363', 'Geographic', 'Information', 'Systems', '.']"
"['examples', 'courses', 'satisfy', 'Water', 'Resources', 'Geochemistry', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Water', 'Resources', 'Geochemistry', 'requirement', 'include', 'GEOSC', '412', 'Water', 'Resources', 'Geochemistry', 'GEOSC', '452', 'Hydrogeology', '.']"
"['examples', 'courses', 'satisfy', 'Fishery', 'Management', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Fishery', 'Management', 'requirement', 'include', 'WFS', '452', 'Ichthyology', ',', 'WFS', '453', 'Ichthyology', 'Laboratory', ',', 'WFS', '463W', 'Fishery', 'Management', '.']"
