Tokenized_Query,Tokenized_Answer
"['career', 'paths', 'available', 'students', 'pursuing', 'Trauma', 'Studies', 'certificate', '?']","['Students', 'pursuing', 'Trauma', 'Studies', 'certificate', 'explore', 'career', 'paths', 'involve', 'research', 'applied', 'experiences', 'trauma', 'studies', ',', 'offering', 'interdisciplinary', 'understanding', 'psychological', ',', 'historical', ',', 'sociocultural', ',', 'political', ',', 'physiological', 'aspects', 'trauma', 'recovery', '.']"
"['potential', 'career', 'options', 'graduates', 'Trauma', 'Studies', 'certificate', 'program', '?']","['potential', 'career', 'options', 'graduates', 'Trauma', 'Studies', 'certificate', 'program', 'include', 'pursuing', 'careers', 'psychology', ',', 'counseling', ',', 'education', ',', 'political', 'science', ',', 'history', ',', 'premedicine', ',', 'human', 'development', ',', 'family', 'studies', ',', 'sociology', '.']"
"['graduate', 'studies', 'opportunities', 'available', 'Penn', 'State', 'Behrend', 'related', 'trauma', 'counseling', '?']","['Penn', 'State', 'Behrend', 'offers', 'Master', 'Arts', 'degree', 'program', 'Applied', 'Clinical', 'Psychology', 'includes', 'optional', 'preparation', 'Licensed', 'Professional', 'Counselor', '(', 'LPC', ')', 'credential', '.', 'Additionally', ',', 'graduate', 'certificate', 'Trauma-Informed', 'Psychotherapy', 'pairs', 'M.A', '.', 'Applied', 'Clinical', 'Psychology', '.']"
"['professional', 'resources', 'related', 'traumatic', 'stress', 'studies', '?']","['professional', 'resources', 'related', 'traumatic', 'stress', 'studies', 'include', 'American', 'Psychological', 'Association', '(', 'APA', ')', 'International', 'Society', 'Traumatic', 'Stress', 'Studies', '(', 'ISTSS', ')', '.']"
"['School', 'Humanities', 'Social', 'Sciences', 'located', 'Penn', 'State', 'Behrend', '?']","['School', 'Humanities', 'Social', 'Sciences', 'Penn', 'State', 'Behrend', 'located', '170', 'Irvin', 'Kochel', 'Center', ',', '4951', 'College', 'Drive', ',', 'Erie', ',', 'PA', '16563', '.']"
"['mission', 'Penn', 'State', 'Harrisburg', '?']","['mission', 'Penn', 'State', 'Harrisburg', 'provide', 'integrated', 'responsive', 'approach', 'education', 'benefits', 'society', 'strives', 'achieve', 'national', 'international', 'standing', 'academic', 'quality', 'impact', 'progress', 'society', '.']"
"['departments', 'schools', 'part', 'Penn', 'State', 'Harrisburg', ""'s"", 'Capital', 'College', '?']","['School', 'Behavioral', 'Sciences', 'Education', 'Penn', 'State', 'Harrisburg', ""'s"", 'Capital', 'College', 'offers', 'programs', 'promote', 'health', 'well-being', 'individuals', ',', 'families', ',', 'communities', ',', 'society', 'education', ',', 'physical', 'mental', 'health', 'research', ',', 'treatment', ',', 'prevention', '.']"
"['programs', 'offered', 'School', 'Business', 'Administration', '?']","['School', 'Business', 'Administration', 'offers', 'programs', 'accredited', 'AACSB', 'International', ',', 'including', 'degrees', 'Business', 'Administration', '.']"
"['majors', 'available', 'School', 'Humanities', '?']","['School', 'Humanities', 'offers', 'majors', 'American', 'studies', ',', 'communications', ',', 'English', ',', 'humanities', ',', '.']"
"['disciplines', 'School', 'Public', 'Affairs', 'offer', 'education', '?']","['School', 'Public', 'Affairs', 'offers', 'education', 'six', 'disciplines', ',', 'grounded', 'applied', 'research', 'interdisciplinary', 'approach', '.']"
"['degrees', 'available', 'School', 'Science', ',', 'Engineering', ',', 'Technology', '?']","['School', 'Science', ',', 'Engineering', ',', 'Technology', 'offers', 'multiple', 'Bachelor', 'Science', 'degrees', 'engineering', 'programs', 'ABET-accredited', '.']"
"['examples', 'Bachelor', ""'s"", 'degrees', 'offered', 'School', 'Science', ',', 'Engineering', ',', 'Technology', '?']","['examples', 'Bachelor', ""'s"", 'degrees', 'offered', 'include', 'Civil', 'Engineering', ',', 'Computer', 'Science', ',', 'Electrical', 'Engineering', '.']"
"['flagship', 'focus', 'School', 'Public', 'Affairs', '?']","['School', 'Public', 'Affairs', 'focuses', 'providing', 'high-quality', 'undergraduate', 'graduate', 'education', 'public', 'affairs', 'solve', 'society', ""'s"", 'complex', 'problems', '.']"
"['premier', 'accrediting', 'body', 'business', 'schools', '?']","['AACSB', 'International', 'premier', 'accrediting', 'body', 'business', 'schools', 'worldwide', '.']"
"['percentage', 'business', 'programs', 'worldwide', 'earned', 'AACSB', 'accreditation', '?']","['4.5', '%', 'business', 'programs', 'worldwide', 'earned', 'AACSB', 'accreditation', '.']"
"['School', 'Humanities', 'known', 'offering', '?']","['School', 'Humanities', 'known', 'offering', 'majors', 'various', 'fields', 'English', ',', 'history', ',', 'philosophy', '.']"
"['kind', 'education', 'School', 'Public', 'Affairs', 'provide', '?']","['School', 'Public', 'Affairs', 'provides', 'education', 'grounded', 'applied', 'research', 'interdisciplinary', 'approach', 'foster', 'public', 'service', '.']"
"['examples', 'minors', 'offered', 'Pennsylvania', 'State', 'University', '?']","['examples', 'minors', 'offered', 'Pennsylvania', 'State', 'University', 'include', 'Communications', ',', 'Human', 'Resource', 'Management', ',', 'Accounting', ',', 'Computer', 'Science', ',', 'Homeland', 'Security', ',', 'Sales', '.']"
"['student', 'change', 'campus', 'location', 'Pennsylvania', 'State', 'University', '?']","['student', 'change', 'campus', 'location', 'Pennsylvania', 'State', 'University', 'providing', 'least', 'two', 'semesters', 'normal', 'progress', 'toward', 'selected', 'program', '.']"
"['Concurrent', 'Majors', 'Program', 'Pennsylvania', 'State', 'University', '?']","['Concurrent', 'Majors', 'Program', 'Pennsylvania', 'State', 'University', 'allows', 'students', 'take', 'courses', 'concurrently', 'meet', 'requirements', 'least', 'two', 'majors', '.']"
"['Academic', 'Warning', 'Pennsylvania', 'State', 'University', '?']","['Academic', 'Warning', 'Pennsylvania', 'State', 'University', 'student', 'fails', 'earn', '2.00', 'cumulative', 'grade-point', 'average', 'placed', 'academic', 'warning', '.']"
"['happens', 'student', 'academically', 'suspended', 'Pennsylvania', 'State', 'University', '?']","['student', 'academically', 'suspended', 'Pennsylvania', 'State', 'University', ',', 'may', 'schedule', 'courses', 'University', 'two', 'consecutive', 'semesters', '.']"
"['students', 'find', 'academic', 'advising', 'Pennsylvania', 'State', 'University', '?']","['Students', 'find', 'academic', 'advising', 'Pennsylvania', 'State', 'University', 'Lambert', 'Undergraduate', 'Advising', 'Center', '.']"
"['athletic', 'programs', 'offered', 'Pennsylvania', 'State', 'University', '?']","['Pennsylvania', 'State', 'University', 'offers', 'exemplary', 'athletic', 'programs', 'help', 'develop', 'standards', 'academic', 'achievement', ',', 'athletic', 'performance', ',', 'leadership', ',', 'community', 'service', '.']"
"['Capital', 'Athletic', 'Conference', '?']","['Capital', 'Athletic', 'Conference', 'conference', 'Pennsylvania', 'State', 'University', 'member', 'NCAA', 'Division', 'III', 'athletic', 'programs', '.']"
"['examples', 'certificates', 'offered', 'Pennsylvania', 'State', 'University', '?']","['examples', 'certificates', 'offered', 'Pennsylvania', 'State', 'University', 'include', 'Human', 'Capital', 'Management', '.']"
"['purpose', 'Advising', 'Center', 'Pennsylvania', 'State', 'University', '?']","['Advising', 'Center', 'Pennsylvania', 'State', 'University', 'coordinates', 'academic', 'advising', 'lower', 'division', 'students', 'help', 'explore', 'university', ""'s"", 'academic', 'opportunities', '.']"
"['services', 'Career', 'Services', 'provide', '?']","['Career', 'Services', 'provides', 'career', 'planning', 'development', 'services', 'current', 'students', 'alumni', 'free', 'charge', '.']"
"['support', 'Graduate', 'Studies', 'Office', 'offer', 'graduate', 'students', '?']","['Graduate', 'Studies', 'Office', 'offers', 'support', 'graduate', 'students', 'represents', 'Graduate', 'School', 'Penn', 'State', 'Harrisburg', '.']"
"['programs', 'Honors', 'Program', 'Penn', 'State', 'Harrisburg', 'offer', '?']","['Honors', 'Program', 'Penn', 'State', 'Harrisburg', 'offers', 'two', 'honors', 'programs', 'students', 'highly', 'motivated', 'achieve', 'academic', 'excellence', '.']"
"['services', 'Housing', 'Food', 'Services', 'provide', 'campus', '?']","['Housing', 'Food', 'Services', 'provides', 'student', 'resident', 'services', ',', 'catering', ',', 'operates', 'several', 'dining', 'options', 'campus', '.']"
"['resources', 'activities', 'Residence', 'Life', 'provide', 'campus', 'residents', '?']","['Residence', 'Life', 'provides', 'resources', 'activities', 'enhance', 'personal', ',', 'physical', ',', 'educational', ',', 'social', 'development', 'campus', 'residents', '.']"
"['opportunities', 'International', 'Programs', 'office', 'facilitate', 'faculty', 'students', '?']","['International', 'Programs', 'office', 'facilitates', 'international', 'educational', 'opportunities', 'faculty', 'students', ',', 'including', 'study', 'tours', 'study', 'abroad', 'programs', '.']"
"['services', 'International', 'Student', 'Support', 'Services', 'provide', 'international', 'students', '?']","['International', 'Student', 'Support', 'Services', 'acts', 'liaison', 'international', 'students', 'Penn', 'State', 'Harrisburg', ',', 'assisting', 'immigration', 'issues', 'providing', 'personal', 'development', 'opportunities', '.']"
"['support', 'Learning', 'Center', 'offer', 'undergraduate', 'graduate', 'students', '?']","['Learning', 'Center', 'provides', 'tutoring', 'quantitative', 'courses', ',', 'writing', ',', 'speeches', ',', 'presentations', ',', 'study', 'skills', ',', 'American', 'academic', 'literacy', '.']"
"['accommodations', 'Student', 'Disability', 'Resources', 'office', 'provide', 'students', 'disabilities', '?']","['Student', 'Disability', 'Resources', 'office', 'provides', 'accommodations', 'minimize', 'effects', 'disabilities', 'students', '.']"
"['programs', 'Student', 'Engagement', 'Office', 'coordinate', 'students', '?']","['Student', 'Engagement', 'Office', 'coordinates', 'alternative', 'spring', 'break', 'trips', ',', 'Multicultural', 'Academic', 'Excellence', 'Program', ',', 'Chancellors', 'Leadership', 'Access', 'Student', 'Program', ',', 'among', 'initiatives', '.']"
"['services', 'Student', 'Health', 'Services', 'provide', '?']","['Student', 'Health', 'Services', 'assesses', 'treats', 'student', 'illnesses', ',', 'provides', 'wellness', 'counseling', ',', 'offers', 'preventive', 'health', 'services', '.', 'Clinician', 'services', 'available', 'appointment', '.']"
"['facilities', 'available', 'Recreation', 'Aquatics', 'center', '?']","['Recreation', 'Aquatics', 'center', 'campus', 'includes', 'modern', 'fitness', 'facility', '5,000-square', 'foot', 'cardio/weight', 'room', ',', 'full-size', 'gymnasium', ',', 'racquetball', 'courts', ',', 'group', 'exercise', 'rooms', ',', 'variety', 'equipment', '.', 'Aquatics', 'Center', 'also', 'offers', 'classes', 'recreational', 'swimming', 'options', '.']"
"['University', 'Police', 'Public', 'Safety', 'Department', '?']","['University', 'Police', 'Public', 'Safety', 'Department', 'staffed', 'sworn', 'police', 'officers', 'civilian', 'personnel', 'responsible', 'providing', 'safe', 'environment', 'campus', 'community', '.', 'enforce', 'state', 'laws', 'well', 'University', 'rules', 'regulations', '.']"
"['Schreyer', 'Honors', 'College', 'known', '?']","['Schreyer', 'Honors', 'College', ',', 'regarded', 'one', 'nation', ""'s"", 'top', 'programs', 'kind', ',', 'promotes', 'academic', 'excellence', ',', 'integrity', ',', 'building', 'global', 'perspective', ',', 'creating', 'opportunities', 'leadership', 'civic', 'engagement', '.']"
"['honors', 'programs', 'available', 'Penn', 'State', 'Harrisburg', '?']","['Penn', 'State', 'Harrisburg', 'offers', 'two', 'honors', 'programs', 'highly', 'motivated', 'students', 'want', 'achieve', 'academic', 'excellence', ':', 'Capital', 'College', 'Honors', 'Program', 'Schreyer', 'Honors', 'College', '.', 'programs', 'provide', 'special', 'honors', 'courses', ',', 'supervised', 'research', 'opportunities', ',', 'support', 'international', 'travel', 'study', 'abroad', '.']"
"['resources', 'available', 'Learning', 'Center', '?']","['Learning', 'Center', 'Penn', 'State', 'Harrisburg', 'technologically', 'advanced', 'academic', 'research', 'library', 'includes', '300,000', 'volumes', ',', '200', 'print', 'journals', ',', 'computer', 'labs', ',', 'multimedia', 'production', 'studios', ',', 'classrooms', ',', 'variety', 'study', 'spaces', '.']"
"['services', 'Office', 'Research', 'Outreach', 'provide', '?']","['Office', 'Research', 'Outreach', 'serves', 'primary', 'point', 'contact', 'external', 'grant', 'submissions', ',', 'providing', 'assistance', 'budget', 'preparation', ',', 'ensuring', 'grants', 'meet', 'sponsor', 'requirements', ',', 'submitting', 'grants', 'sponsors', 'behalf', 'University', '.', 'Additionally', ',', 'develop', 'maintain', '100', 'student', 'clubs', 'organizations', 'cater', 'various', 'interests', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['opportunities', 'available', 'student', 'involvement', 'local', 'community', '?']","['Penn', 'State', 'Harrisburg', 'offers', 'various', 'opportunities', 'students', 'get', 'involved', 'local', 'community', 'organizations', 'like', 'Capital', 'Area', 'Sections', '.', 'Students', 'engage', 'service', 'projects', ',', 'join', 'fraternities', 'sororities', ',', 'participate', 'decision-making', 'college', 'Student', 'Government', ',', 'join', 'clubs', 'help', 'major', 'career', 'goals', '.']"
"['entry', 'requirements', 'Accounting', 'major', '?']","['Accounting', 'major', 'requires', 'completion', '8', 'entry', 'to-major', 'courses', ':', 'ACCTG', '211', ',', 'ECON', '102', ',', 'ENGL', '15', 'ENGL', '30H', ',', 'FIN', '301', ',', 'MATH', '110', 'MATH', '140', ',', 'MGMT', '301', ',', 'MKTG', '301', ',', 'SCM', '200', ',', 'STAT', '200', ',', '2.00', 'higher', 'cumulative', 'grade-point', 'average', 'grade', 'C', 'better', 'course', '.']"
"['minimum', 'number', 'credits', 'required', 'Bachelor', 'Science', 'degree', 'Accounting', '?']","['minimum', '120', 'credits', 'required', 'Bachelor', 'Science', 'degree', 'Accounting', '.']"
"['career', 'paths', 'students', 'pursue', 'degree', 'Accounting', '?']","['Students', 'prepare', 'careers', 'auditing', ',', 'public', 'accounting', ',', 'industrial', 'managerial', 'accounting', ',', 'governmental', 'not-for-profit', 'accounting', ',', 'also', 'pursue', 'graduate', 'studies', 'accounting-related', 'fields', '.']"
"['professional', 'certifications', 'graduates', 'Accounting', 'program', 'pursue', '?']","['Graduates', 'pursue', 'certifications', 'Certified', 'Public', 'Accountant', '(', 'CPA', ')', ',', 'Certified', 'Management', 'Accountant', '(', 'CMA', ')', ',', 'Certified', 'Internal', 'Auditor', '(', 'CIA', ')', ',', 'Certified', 'Fraud', 'Examiner', '(', 'CFE', ')', ',', 'Certified', 'Government', 'Financial', 'Manager', '(', 'CGFM', ')', '.']"
"['examples', 'courses', 'required', 'Accounting', 'major', '?']","['Examples', 'prescribed', 'courses', 'Accounting', 'major', 'include', 'BA', '364Y', 'International', 'Business', 'Society', ',', 'ECON', '102', 'Introductory', 'Microeconomic', 'Analysis', 'Policy', ',', 'FIN', '301', 'Corporation', 'Finance', ',', 'MGMT', '301', 'Basic', 'Management', 'Concepts', ',', 'MIS', '204', 'Introduction', 'Management', 'Information', 'Systems', ',', 'MKTG', '301', 'Principles', 'Marketing', ',', 'SCM', '301', 'Supply', 'Chain', 'Management', '.']"
"['purpose', 'General', 'Education', 'requirements', 'Accounting', 'major', '?']","['General', 'Education', 'requirements', 'Accounting', 'major', 'aim', 'provide', 'students', 'well-rounded', 'education', ',', 'including', 'courses', 'writing', ',', 'speaking', ',', 'breadth', 'knowledge', '.']"
"['significance', 'earning', 'grade', 'C', 'better', 'designated', 'major', 'courses', '?']","['graduate', ',', 'students', 'must', 'earn', 'grade', 'C', 'better', 'courses', 'designated', 'major', 'C-required', 'courses', ',', 'specified', 'Senate', 'Policy', '82-44', '.']"
"['options', 'available', 'students', 'wishing', 'fulfill', '150', 'credit-hour', 'education', 'requirement', 'become', 'CPA', 'Pennsylvania', '?']","['Students', 'enter', 'Capital', 'College', ""'s"", 'Master', 'Professional', 'Accounting', 'program', ',', 'Master', 'Business', 'Administration', 'program', ',', 'Master', 'Science', 'Information', 'Systems', 'program', 'receiving', 'undergraduate', 'accounting', 'degree', '.']"
"['many', 'credits', 'General', 'Education', 'courses', 'included', 'Accounting', 'major', 'requirements', '?']","['45', 'credits', 'General', 'Education', 'courses', 'included', 'Accounting', 'major', 'requirements', '.']"
"['purpose', 'Prescribed', 'Courses', 'Accounting', 'major', '?']","['Prescribed', 'Courses', 'Accounting', 'major', 'designed', 'provide', 'students', 'solid', 'foundation', 'business', 'related', 'areas', 'necessary', 'successful', 'career', 'accounting', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'United', 'States', 'Cultures', 'International', 'Cultures', 'courses', '.']"
"['University', 'Degree', 'Requirements', 'First', 'Year', 'Engagement', '?']","['University', 'Degree', 'Requirements', 'First', 'Year', 'Engagement', 'include', 'taking', '1-3', 'credits', 'First-Year', 'Seminar', 'specified', 'college', ""'s"", 'First-Year', 'Engagement', 'Plan', '.']"
"['requirements', 'Integrative', 'Studies', '?']","['requirements', 'Integrative', 'Studies', 'include', 'United', 'States', 'Cultures', 'International', 'Cultures', 'courses', '.']"
"['minimum', 'credits', 'required', 'baccalaureate', 'degree', '?']","['minimum', 'credits', 'required', 'baccalaureate', 'degree', '120', 'credits', '.']"
"['examples', 'Inter-Domain', 'courses', '?']","['examples', 'Inter-Domain', 'courses', 'include', 'courses', 'Humanities', ',', 'Social', 'Behavioral', 'Sciences', ',', 'Natural', 'Sciences', ',', 'Arts', '.']"
"['additional', 'courses', 'required', 'Arts', '(', 'GA', ')', 'requirement', '?']","['Additional', 'courses', 'required', 'Arts', '(', 'GA', ')', 'requirement', 'include', 'BA', '241', '&', 'BA', '242', 'BA', '243', 'Legal', 'Environment', 'Business', '.']"
"['additional', 'courses', 'required', 'Social', ',', 'Legal', ',', 'Ethical', 'Environment', 'Business', 'requirement', '?']","['Additional', 'courses', 'required', 'Social', ',', 'Legal', ',', 'Ethical', 'Environment', 'Business', 'requirement', 'include', 'MATH', '110', ',', 'MATH', '140', ',', 'SCM', '200', ',', 'STAT', '200', '.']"
"['requirements', 'Writing', 'Across', 'Curriculum', '?']","['requirements', 'Writing', 'Across', 'Curriculum', 'include', 'completing', '3', 'credits', 'likely', 'prescribed', 'part', 'major', 'requirements', '.']"
"['requirements', 'General', 'Education', 'curriculum', '?']","['General', 'Education', 'curriculum', 'provides', 'opportunities', 'students', 'acquire', 'transferable', 'skills', 'necessary', 'successful', 'future', '.']"
"['requirements', 'Quality', 'Work', 'Candidates', '?']","['Quality', 'Work', 'Candidates', 'must', 'complete', 'degree', 'requirements', 'major', 'earn', 'least', '2.00', 'grade-point', 'average', 'courses', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'ACCTG', '495', '-', 'Internship', ',', '``', 'United', 'State', 'Cultures', '(', 'US', ')', ""''"", ',', '``', 'International', 'Cultures', '(', 'IL', ')', ""''"", '.']"
"['career', 'paths', 'students', 'pursuing', 'Accounting', 'degree', 'Penn', 'State', 'Harrisburg', '?']","['Students', 'pursuing', 'Accounting', 'degree', 'Penn', 'State', 'Harrisburg', 'prepare', 'careers', 'auditing', 'public', 'accounting', ',', 'industrial', 'managerial', 'accounting', ',', 'governmental', 'not-for-profit', 'accounting', ',', '.']"
"['potential', 'professional', 'certifications', 'Accounting', 'graduates', 'may', 'pursue', '?']","['Accounting', 'graduates', 'may', 'pursue', 'professional', 'certifications', 'Certified', 'Public', 'Accountant', '(', 'CPA', ')', ',', 'Certified', 'Management', 'Accountant', '(', 'CMA', ')', ',', 'Certified', 'Internal', 'Auditor', '(', 'CIA', ')', ',', 'Certified', 'Fraud', 'Examiner', '(', 'CFE', ')', ',', 'Certified', 'Government', 'Financial', 'Manager', '(', 'CGFM', ')', '.']"
"['requirements', 'students', 'sit', 'Certified', 'Public', 'Accountant', '(', 'CPA', ')', 'examination', '?']","['Students', 'must', 'complete', 'prescribed', 'courses', 'earn', 'BS', 'degree', 'satisfy', 'academic', 'requirements', 'sit', 'Certified', 'Public', 'Accountant', '(', 'CPA', ')', 'examination', '.']"
"['course', 'options', 'students', 'fulfill', 'International', 'Cultures', '(', 'IL', ')', 'United', 'State', 'Cultures', '(', 'US', ')', 'requirements', '?']","['Students', 'take', 'course', '``', 'International', 'Business', 'Society', '(', 'US/IL', ')', ""''"", 'fulfill', 'either', 'IL', 'US', 'requirement', ',', 'take', 'specific', 'courses', '``', 'United', 'State', 'Cultures', '(', 'US', ')', ""''"", '``', 'International', 'Cultures', '(', 'IL', ')', ""''"", '.']"
"['examples', 'General', 'Education', 'courses', 'Accounting', 'students', 'need', 'take', '?']","['Accounting', 'students', 'need', 'take', 'General', 'Education', 'courses', 'ENGL', '15', ',', 'MATH', '110', ',', 'STAT', '200', ',', 'ECON', '102', ',', '.']"
"['specific', 'Accounting', 'courses', 'students', 'need', 'complete', 'third', 'year', '?']","['third', 'year', ',', 'students', 'need', 'complete', 'courses', 'like', 'ACCTG', '340', ',', 'ACCTG', '310', ',', 'ACCTG', '471', ',', 'ACCTG', '472', ',', 'MIS', '390', '.']"
"['advising', 'notes', 'Accounting', 'students', 'regarding', 'course', 'requirements', '?']","['Accounting', 'students', 'need', 'ensure', 'meet', 'grade', 'requirements', 'courses', ',', 'including', 'grade', '``', 'C', ""''"", 'better', 'major', 'courses', 'General', 'Education', 'courses', '.']"
"['total', 'credits', 'required', 'Accounting', 'degree', 'program', 'Penn', 'State', 'Harrisburg', '?']","['total', 'credits', 'required', 'Accounting', 'degree', 'program', 'Penn', 'State', 'Harrisburg', '120', 'credits', '.']"
"['different', 'categories', 'courses', 'included', 'General', 'Education', 'requirements', 'Accounting', 'students', '?']","['General', 'Education', 'requirements', 'Accounting', 'students', 'include', 'Foundations', '(', 'GWS', 'GQ', ')', ',', 'Knowledge', 'Domains', '(', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', ')', ',', 'Integrative', 'Studies', '(', 'Inter-domain', ')', 'requirements', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['students', 'find', 'information', 'opportunities', 'graduate', 'studies', 'Accounting', '?']","['Students', 'find', 'information', 'opportunities', 'graduate', 'studies', 'Accounting', 'Penn', 'State', ""'s"", 'Master', 'Professional', 'Accounting', 'program', '.']"
"['accreditation', 'B.S', '.', 'Accounting', 'program', 'offered', 'Penn', 'State', 'Harrisburg', '?']","['B.S', '.', 'Accounting', 'program', 'offered', 'Penn', 'State', 'Harrisburg', 'accredited', 'AACSB', 'International', '(', 'Association', 'Advance', 'Collegiate', 'Schools', 'Business', ')', '.']"
"['mission', 'AACSB', 'International', '?']","['mission', 'AACSB', 'International', 'foster', 'engagement', ',', 'accelerate', 'innovation', ',', 'amplify', 'impact', 'business', 'education', '.']"
"['many', 'accredited', 'business', 'schools', 'worldwide', 'AACSB', 'International', '?']","['800', 'accredited', 'business', 'schools', 'worldwide', 'AACSB', 'International', '.']"
"['students', 'find', 'information', 'professional', 'licensure/certification', 'requirements', 'employment', 'licensed', 'professions', '?']","['Students', 'find', 'information', 'professional', 'licensure/certification', 'requirements', 'employment', 'licensed', 'professions', 'Professional', 'Licensure/Certification', 'Disclosures', 'State', 'interactive', 'map', '.']"
"['contact', 'information', 'School', 'Business', 'Administration', 'Penn', 'State', 'Harrisburg', '?']","['contact', 'information', 'School', 'Business', 'Administration', 'Penn', 'State', 'Harrisburg', 'Olmsted', 'Building', ',', 'E355', ',', 'Middletown', ',', 'PA', '17057', ',', '717-948-6139', ',', 'cxs879', '@', 'psu.edu', '.']"
"['program', 'description', 'American', 'Studies', ',', 'B.A', '.', 'program', 'Capital', 'College', '?']","['American', 'Studies', ',', 'B.A', '.', 'program', 'Capital', 'College', 'interdisciplinary', 'major', 'designed', 'provide', 'students', 'integrated', 'critical', 'knowledge', 'American', 'culture', '.']"
"['areas', 'interest', 'pursued', 'within', 'American', 'Studies', 'major', '?']","['Areas', 'interest', 'pursued', 'within', 'American', 'Studies', 'major', 'include', 'popular', 'culture', ',', 'art', ',', 'technology', ',', 'business', ',', 'law', ',', 'archives', ',', 'museology', ',', 'conservation', '.']"
"['American', 'Studies', 'major', 'help', 'prepare', 'students', 'terms', 'careers', '?']","['American', 'Studies', 'major', 'helps', 'prepare', 'students', 'careers', 'business', ',', 'teaching', ',', 'government', ',', 'law', ',', 'professional', 'programs', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['entrance', 'requirements', 'Accounting', 'major', 'Berks', '?']","['gain', 'entrance', 'Accounting', 'major', 'Berks', ',', 'students', 'must', 'meet', 'requirements', 'specified', 'EBC', 'DIVISION', 'Gaige', 'Building', 'Reading', ',', 'PA', '.']"
"['degree', 'requirements', 'American', 'Studies', ',', 'B.A', '.', 'program', 'Capital', '?']","['Bachelor', 'Arts', 'degree', 'American', 'Studies', 'Capital', 'requires', 'minimum', '123', 'credits', ',', 'including', 'General', 'Education', ',', 'Electives', ',', 'Major', 'requirements', '.']"
"['Quanti', 'cation', '(', 'GQ', ')', 'requirements', 'American', 'Studies', 'program', '?']","['American', 'Studies', 'program', 'requires', '6', 'credits', 'Quanti', 'cation', '(', 'GQ', ')', 'courses', '.']"
"['minimum', 'number', 'credits', 'required', 'Bachelor', 'Arts', 'Degree', 'American', 'Studies', '?']","['Bachelor', 'Arts', 'Degree', 'American', 'Studies', 'requires', 'minimum', '123', 'credits', '.']"
"['Prescribed', 'Courses', 'American', 'Studies', 'major', '?']","['Prescribed', 'Courses', 'American', 'Studies', 'major', 'include', 'AMST', '491W', 'American', 'Studies', 'Perspectives', '.']"
"['Additional', 'Courses', 'required', 'American', 'Studies', 'major', '?']","['Additional', 'Courses', 'American', 'Studies', 'major', 'include', 'AMST', '100', 'Integrative', 'Studies', '.']"
"['Inter-Domain', 'Courses', 'required', 'American', 'Studies', 'program', '?']","['Inter-Domain', 'Courses', 'required', 'American', 'Studies', 'program', 'include', '6', 'credits', 'Exploration', 'courses', '.']"
"['Supporting', 'Courses', 'Related', 'Areas', 'American', 'Studies', 'major', '?']","['Supporting', 'Courses', 'Related', 'Areas', 'American', 'Studies', 'major', 'include', 'Introduction', 'American', 'Studies', 'courses', 'Natural', 'Sciences', '(', 'GN', ')', '.']"
"['requirement', 'First', 'Year', 'Engagement', 'students', 'Penn', 'State', '?']","['First', 'Year', 'Engagement', 'students', 'Penn', 'State', 'includes', 'taking', 'First-Year', 'Seminar', 'specified', 'college', ""'s"", 'First-Year', 'Engagement', 'Plan', '.']"
"['Cultures', 'requirement', 'credits', 'needed', 'General', 'Education', 'program', '?']","['Cultures', 'requirement', 'General', 'Education', 'program', 'includes', '6', 'credits', ',', '3', 'credits', 'United', 'States', 'Cultures', '3', 'credits', 'International', 'Cultures', '.']"
"['many', 'credits', 'American', 'literature', ',', 'American', 'history', ',', 'American', 'art', ',', 'philosophy', ',', 'religion', 'required', 'General', 'Education', 'Cultures', 'Requirement', '?']","['total', '6', 'credits', 'American', 'literature', ',', 'American', 'history', ',', 'American', 'art', ',', 'philosophy', ',', 'religion', 'required', 'satisfy', 'General', 'Education', 'Cultures', 'Requirement', '.']"
"['minimum', 'grade', 'required', 'satisfy', 'General', 'Education', 'Cultures', 'Requirement', '?']","['grade', 'C', 'better', 'required', 'satisfy', 'General', 'Education', 'Cultures', 'Requirement', '.']"
